#license: https://creativecommons.org/publicdomain/zero/1.0/
#mapping_set_id: http://w3id.org/lambda/rocrate/core
#mapping_tool: https://w3id.org/linkml/
#creator_id: linkml_user
#mapping_date: 2026-09-09
#curie_map: 
# lambda: http://w3id.org/lambda/
# lambdarc: http://w3id.org/lambda/rocrate/
# linkml: https://w3id.org/linkml/
# sdo: http://schema.org/
# dcterms: http://purl.org/dc/terms/
# prov: http://www.w3.org/ns/prov#
# lambdax: https://lambda-ber.github.io/lambda-ber-schema/profile/saxs/0.4.0/terms/
# prof: http://www.w3.org/ns/dx/prof/
# rocrate: https://w3id.org/ro/crate/
# ORCID: https://orcid.org/
# ROR: https://ror.org/
# uniprot: http://purl.uniprot.org/uniprot/
subject_id	subject_label	predicate_id	predicate_modifier	object_id	object_label	match_type	subject_source	object_source	mapping_tool	confidence	subject_match_field	object_match_field	subject_category	object_category	match_string	comment
lambda:beam_center_y	experimentRun__beam_center_y	skos:exactMatch		ispyb:DataCollection.yBeam		skos:exactMatch	http://w3id.org/lambda/									
lambda:calibrated_pixel_size	experimentRun__calibrated_pixel_size	skos:exactMatch		mmCIF:_em_image_recording.calibrated_pixel_size		skos:exactMatch	http://w3id.org/lambda/									
lambda:defocus_range_max	experimentRun__defocus_range_max	skos:exactMatch		mmCIF:_em_imaging.nominal_defocus_max		skos:exactMatch	http://w3id.org/lambda/									
lambda:defocus_range_min	experimentRun__defocus_range_min	skos:exactMatch		mmCIF:_em_imaging.nominal_defocus_min		skos:exactMatch	http://w3id.org/lambda/									
lambda:detector_distance	experimentRun__detector_distance	skos:exactMatch		nsls2:Detector_distance		skos:exactMatch	http://w3id.org/lambda/									
lambda:detector_distance	experimentRun__detector_distance	skos:exactMatch		imgCIF:_diffrn_measurement.sample_detector_distance		skos:exactMatch	http://w3id.org/lambda/									
lambda:detector_distance	experimentRun__detector_distance	skos:exactMatch		mmCIF:_diffrn_detector.distance		skos:exactMatch	http://w3id.org/lambda/									
lambda:detector_distance	experimentRun__detector_distance	skos:exactMatch		ispyb:DataCollection.detectorDistance		skos:exactMatch	http://w3id.org/lambda/									
lambda:dose_per_tilt	experimentRun__dose_per_tilt	skos:closeMatch		mmCIF:_em_image_recording.avg_electron_dose_per_image		skos:closeMatch	http://w3id.org/lambda/									
lambda:dual_tilt_axis_rotation	experimentRun__dual_tilt_axis_rotation	skos:exactMatch		mmCIF:_em_tomography.dual_tilt_axis_rotation		skos:exactMatch	http://w3id.org/lambda/									
lambda:end_time	experimentRun__end_time	skos:exactMatch		ispyb:DataCollection.endTime		skos:exactMatch	http://w3id.org/lambda/									
lambda:energy	experimentRun__energy	skos:exactMatch		nsls2:Energy		skos:exactMatch	http://w3id.org/lambda/									
lambda:energy	experimentRun__energy	skos:exactMatch		ispyb:DataCollection.energy		skos:exactMatch	http://w3id.org/lambda/									
lambda:exposure_time	experimentRun__exposure_time	skos:exactMatch		nsls2:Exposure_time		skos:exactMatch	http://w3id.org/lambda/									
lambda:exposure_time	experimentRun__exposure_time	skos:exactMatch		ispyb:DataCollection.exposureTime		skos:exactMatch	http://w3id.org/lambda/									
lambda:exposure_time_per_frame	experimentRun__exposure_time_per_frame	skos:exactMatch		mmCIF:_em_image_recording.average_exposure_time		skos:exactMatch	http://w3id.org/lambda/									
lambda:flux	experimentRun__flux	skos:exactMatch		ispyb:DataCollection.flux		skos:exactMatch	http://w3id.org/lambda/									
lambda:flux_end	experimentRun__flux_end	skos:exactMatch		ispyb:DataCollection.flux_end		skos:exactMatch	http://w3id.org/lambda/									
lambda:frames_per_movie	experimentRun__frames_per_movie	skos:exactMatch		mmCIF:_em_image_recording.num_frames_per_image		skos:exactMatch	http://w3id.org/lambda/									
lambda:magnification	experimentRun__magnification	skos:exactMatch		mmCIF:_em_imaging.nominal_magnification		skos:exactMatch	http://w3id.org/lambda/									
lambda:oscillation_angle	experimentRun__oscillation_angle	skos:exactMatch		nsls2:Angle_increment		skos:exactMatch	http://w3id.org/lambda/									
lambda:oscillation_angle	experimentRun__oscillation_angle	skos:exactMatch		imgCIF:_diffrn_scan_axis.angle_increment		skos:exactMatch	http://w3id.org/lambda/									
lambda:oscillation_angle	experimentRun__oscillation_angle	skos:exactMatch		mmCIF:_diffrn_scan.angle_increment		skos:exactMatch	http://w3id.org/lambda/									
lambda:oscillation_angle	experimentRun__oscillation_angle	skos:exactMatch		ispyb:DataCollection.axisRange		skos:exactMatch	http://w3id.org/lambda/									
lambda:pixel_size_x	experimentRun__pixel_size_x	skos:exactMatch		nsls2:Pixel_size_x		skos:exactMatch	http://w3id.org/lambda/									
lambda:pixel_size_x	experimentRun__pixel_size_x	skos:exactMatch		imgCIF:_array_element_size.size		skos:exactMatch	http://w3id.org/lambda/									
lambda:pixel_size_y	experimentRun__pixel_size_y	skos:exactMatch		nsls2:Pixel_size_y		skos:exactMatch	http://w3id.org/lambda/									
lambda:pixel_size_y	experimentRun__pixel_size_y	skos:exactMatch		imgCIF:_array_element_size.size		skos:exactMatch	http://w3id.org/lambda/									
lambda:resolution	experimentRun__resolution	skos:exactMatch		ispyb:DataCollection.resolution		skos:exactMatch	http://w3id.org/lambda/									
lambda:resolution_at_corner	experimentRun__resolution_at_corner	skos:exactMatch		ispyb:DataCollection.resolutionAtCorner		skos:exactMatch	http://w3id.org/lambda/									
lambda:slit_gap_horizontal	experimentRun__slit_gap_horizontal	skos:exactMatch		ispyb:DataCollection.slitGapHorizontal		skos:exactMatch	http://w3id.org/lambda/									
lambda:slit_gap_vertical	experimentRun__slit_gap_vertical	skos:exactMatch		ispyb:DataCollection.slitGapVertical		skos:exactMatch	http://w3id.org/lambda/									
lambda:start_angle	experimentRun__start_angle	skos:exactMatch		nsls2:Start_angle		skos:exactMatch	http://w3id.org/lambda/									
lambda:start_angle	experimentRun__start_angle	skos:exactMatch		imgCIF:_diffrn_scan_axis.angle_start		skos:exactMatch	http://w3id.org/lambda/									
lambda:start_angle	experimentRun__start_angle	skos:exactMatch		ispyb:DataCollection.axisStart		skos:exactMatch	http://w3id.org/lambda/									
lambda:start_time	experimentRun__start_time	skos:exactMatch		ispyb:DataCollection.startTime		skos:exactMatch	http://w3id.org/lambda/									
lambda:sweep_start	experimentRun__sweep_start	skos:exactMatch		imgCIF:_diffrn_scan_axis.angle_start		skos:exactMatch	http://w3id.org/lambda/									
lambda:sweep_start	experimentRun__sweep_start	skos:exactMatch		ispyb:DataCollection.axisStart		skos:exactMatch	http://w3id.org/lambda/									
lambda:synchrotron_mode	experimentRun__synchrotron_mode	skos:exactMatch		ispyb:DataCollection.synchrotronMode		skos:exactMatch	http://w3id.org/lambda/									
lambda:technique	experimentRun__technique	skos:relatedMatch		IHMCIF:_ihm_dataset_list.data_type		skos:relatedMatch	http://w3id.org/lambda/									
lambda:tilt_angle_increment	experimentRun__tilt_angle_increment	skos:exactMatch		mmCIF:_em_tomography.axis1_angle_increment		skos:exactMatch	http://w3id.org/lambda/									
lambda:tilt_angle_max	experimentRun__tilt_angle_max	skos:exactMatch		mmCIF:_em_imaging.tilt_angle_max		skos:exactMatch	http://w3id.org/lambda/									
lambda:tilt_angle_max	experimentRun__tilt_angle_max	skos:exactMatch		mmCIF:_em_tomography.axis1_max_angle		skos:exactMatch	http://w3id.org/lambda/									
lambda:tilt_angle_min	experimentRun__tilt_angle_min	skos:exactMatch		mmCIF:_em_imaging.tilt_angle_min		skos:exactMatch	http://w3id.org/lambda/									
lambda:tilt_angle_min	experimentRun__tilt_angle_min	skos:exactMatch		mmCIF:_em_tomography.axis1_min_angle		skos:exactMatch	http://w3id.org/lambda/									
lambda:total_dose	experimentRun__total_dose	skos:exactMatch		mmCIF:_em_image_recording.avg_electron_dose_per_image		skos:exactMatch	http://w3id.org/lambda/									
lambda:total_rotation	experimentRun__total_rotation	skos:exactMatch		nsls2:Total_rotation_deg		skos:exactMatch	http://w3id.org/lambda/									
lambda:total_rotation	experimentRun__total_rotation	skos:exactMatch		imgCIF:_diffrn_scan_axis.angle_range		skos:exactMatch	http://w3id.org/lambda/									
lambda:transmission	experimentRun__transmission	skos:exactMatch		ispyb:DataCollection.transmission		skos:exactMatch	http://w3id.org/lambda/									
lambda:undulator_gap	experimentRun__undulator_gap	skos:exactMatch		ispyb:DataCollection.undulatorGap1		skos:exactMatch	http://w3id.org/lambda/									
lambda:wavelength	experimentRun__wavelength	skos:exactMatch		nsls2:Wavelength		skos:exactMatch	http://w3id.org/lambda/									
lambda:wavelength	experimentRun__wavelength	skos:exactMatch		imgCIF:_diffrn_radiation_wavelength.wavelength		skos:exactMatch	http://w3id.org/lambda/									
lambda:wavelength	experimentRun__wavelength	skos:exactMatch		mmCIF:_diffrn_radiation_wavelength.wavelength		skos:exactMatch	http://w3id.org/lambda/									
lambda:wavelength	experimentRun__wavelength	skos:exactMatch		ispyb:DataCollection.wavelength		skos:exactMatch	http://w3id.org/lambda/									
lambda:experiment_code	ExperimentRunAction_experiment_code	skos:exactMatch		lambda:experiment_code		skos:exactMatch	http://w3id.org/lambda/rocrate/core									
lambda:technique	ExperimentRunAction_technique	skos:exactMatch		lambda:technique		skos:exactMatch	http://w3id.org/lambda/rocrate/core									
lambda:expression_system	expression_system	skos:exactMatch		lambda:expression_system		skos:exactMatch	http://w3id.org/lambda/rocrate/core									
lambdarc:facility	facility	skos:closeMatch		lambda:facility_name		skos:closeMatch	http://w3id.org/lambda/rocrate/core									
lambdarc:facility	facility	skos:closeMatch		lambdax:facility		skos:closeMatch	http://w3id.org/lambda/rocrate/core									
lambda:facility_code	facility_code	skos:exactMatch		lambda:facility_code		skos:exactMatch	http://w3id.org/lambda/rocrate/core									
lambda:facility_name	facility_name	skos:exactMatch		lambda:facility_name		skos:exactMatch	http://w3id.org/lambda/rocrate/core									
lambda:facility_ror	facility_ror	skos:exactMatch		lambda:facility_ror		skos:exactMatch	http://w3id.org/lambda/rocrate/core									
lambda:facility_type	facility_type	skos:exactMatch		lambda:facility_type		skos:exactMatch	http://w3id.org/lambda/rocrate/core									
sdo:familyName	family_name	skos:exactMatch		lambda:family_name		skos:exactMatch	http://w3id.org/lambda/rocrate/core									
lambda:file_format	file_format	skos:exactMatch		lambda:file_format		skos:exactMatch	http://w3id.org/lambda/rocrate/core									
lambda:file_role	file_role	skos:exactMatch		lambda:file_role		skos:exactMatch	http://w3id.org/lambda/rocrate/core									
lambda:full_name	full_name	skos:exactMatch		lambda:full_name		skos:exactMatch	http://w3id.org/lambda/rocrate/core									
lambda:gene_name	gene_name	skos:exactMatch		lambda:gene_name		skos:exactMatch	http://w3id.org/lambda/rocrate/core									
sdo:givenName	given_name	skos:exactMatch		lambda:given_name		skos:exactMatch	http://w3id.org/lambda/rocrate/core									
prov:hadPlan	had_plan	skos:exactMatch		lambdarc:rule		skos:exactMatch	http://w3id.org/lambda/rocrate/core									
sdo:hasBioChemEntityPart	has_biochem_entity_part	skos:closeMatch		lambda:SampleProteinAssociation		skos:closeMatch	http://w3id.org/lambda/rocrate/core									
lambdarc:idRecipeVersion	id_recipe_version	skos:closeMatch		lambdax:idRecipeVersion		skos:closeMatch	http://w3id.org/lambda/rocrate/core									
lambda:beamline_id	instrument__beamline_id	skos:exactMatch		mmCIF:_diffrn_source.pdbx_synchrotron_beamline		skos:exactMatch	http://w3id.org/lambda/									
lambda:beamline_id	instrument__beamline_id	skos:exactMatch		nsls2:Beamline		skos:exactMatch	http://w3id.org/lambda/									
lambda:beamline_id	instrument__beamline_id	skos:exactMatch		ispyb:BLSession.beamLineName		skos:exactMatch	http://w3id.org/lambda/									
lambda:instrument_category	instrument_category	skos:exactMatch		lambda:instrument_category		skos:exactMatch	http://w3id.org/lambda/rocrate/core									
lambda:instrument_code	instrument_code	skos:exactMatch		lambda:instrument_code		skos:exactMatch	http://w3id.org/lambda/rocrate/core									
lambdarc:instrumentName	instrument_name	skos:closeMatch		lambda:instrument_code		skos:closeMatch	http://w3id.org/lambda/rocrate/core									
lambdarc:instrumentName	instrument_name	skos:closeMatch		lambda:beamline_id		skos:closeMatch	http://w3id.org/lambda/rocrate/core									
lambda:instrument_code	InstrumentEntity_instrument_code	skos:exactMatch		lambda:instrument_code		skos:exactMatch	http://w3id.org/lambda/rocrate/core									
lambda:is_doe_facility	is_doe_facility	skos:exactMatch		lambda:is_doe_facility		skos:exactMatch	http://w3id.org/lambda/rocrate/core									
sdo:keywords	keywords	skos:exactMatch		lambda:keywords		skos:exactMatch	http://w3id.org/lambda/rocrate/core									
lambda:location	location	skos:exactMatch		lambda:location		skos:exactMatch	http://w3id.org/lambda/rocrate/core									
lambda:manufacturer	manufacturer	skos:exactMatch		lambda:manufacturer		skos:exactMatch	http://w3id.org/lambda/rocrate/core									
sdo:measurementTechnique	measurement_technique	skos:closeMatch		lambda:technique		skos:closeMatch	http://w3id.org/lambda/rocrate/core									
lambdarc:mimeType	mime_type	skos:exactMatch		sdo:encodingFormat		skos:exactMatch	http://w3id.org/lambda/rocrate/core									
lambdarc:missing	missing	skos:closeMatch		lambdax:missing		skos:closeMatch	http://w3id.org/lambda/rocrate/core									
lambda:model	model	skos:exactMatch		lambda:model		skos:exactMatch	http://w3id.org/lambda/rocrate/core									
sdo:name	name	skos:exactMatch		lambda:title		skos:exactMatch	http://w3id.org/lambda/rocrate/core									
lambda:orcid	orcid	skos:exactMatch		lambda:orcid		skos:exactMatch	http://w3id.org/lambda/rocrate/core									
lambda:organism	organism	skos:closeMatch		lambda:organism		skos:closeMatch	http://w3id.org/lambda/rocrate/core									
sdo:roleName	organization_role	skos:closeMatch		lambda:role		skos:closeMatch	http://w3id.org/lambda/rocrate/core									
lambda:organization_type	organization_type	skos:exactMatch		lambda:organization_type		skos:exactMatch	http://w3id.org/lambda/rocrate/core									
sdo:name	OrganizationEntity_name	skos:exactMatch		lambda:title		skos:exactMatch	http://w3id.org/lambda/rocrate/core									
sdo:parentOrganization	parent_organization	skos:exactMatch		lambda:parent_organization_id		skos:exactMatch	http://w3id.org/lambda/rocrate/core									
lambdarc:pdbCode	pdb_code	skos:closeMatch		lambda:pdb_id		skos:closeMatch	http://w3id.org/lambda/rocrate/core									
lambda:pdb_entries	pdb_entries	skos:exactMatch		lambda:pdb_entries		skos:exactMatch	http://w3id.org/lambda/rocrate/core									
lambda:full_name	person__full_name	skos:closeMatch		lambda:title		skos:closeMatch	http://w3id.org/lambda/									
lambda:processing_level	processing_level	skos:closeMatch		lambdax:processing_level		skos:closeMatch	http://w3id.org/lambda/rocrate/core									
lambda:processing_level	processing_level	skos:exactMatch		lambda:processing_level		skos:exactMatch	http://w3id.org/lambda/rocrate/core									
lambda:processing_status	processing_status	skos:exactMatch		lambda:processing_status		skos:exactMatch	http://w3id.org/lambda/rocrate/core									
lambdarc:productId	product_id	skos:relatedMatch		sdo:identifier		skos:relatedMatch	http://w3id.org/lambda/rocrate/core									
lambda:proposal_id	proposal_id	skos:exactMatch		lambda:proposal_id		skos:exactMatch	http://w3id.org/lambda/rocrate/core									
lambda:amino_acid_sequence	protein__amino_acid_sequence	skos:exactMatch		mmCIF:_entity_poly.pdbx_seq_one_letter_code_can		skos:exactMatch	http://w3id.org/lambda/									
lambda:ec_numbers	protein__ec_numbers	skos:exactMatch		mmCIF:_entity.pdbx_ec		skos:exactMatch	http://w3id.org/lambda/									
lambda:gene_name	protein__gene_name	skos:exactMatch		mmCIF:_entity_src_gen.pdbx_gene_src_gene		skos:exactMatch	http://w3id.org/lambda/									
lambda:molecular_weight_theoretical	protein__molecular_weight_theoretical	skos:relatedMatch		mmCIF:_entity.formula_weight		skos:relatedMatch	http://w3id.org/lambda/									
lambda:organism	protein__organism	skos:exactMatch		mmCIF:_entity_src_gen.pdbx_gene_src_ncbi_taxonomy_id		skos:exactMatch	http://w3id.org/lambda/									
lambda:organism_name	protein__organism_name	skos:exactMatch		mmCIF:_entity_src_gen.pdbx_gene_src_scientific_name		skos:exactMatch	http://w3id.org/lambda/									
lambda:protein_name	protein__protein_name	skos:relatedMatch		mmCIF:_entity.pdbx_description		skos:relatedMatch	http://w3id.org/lambda/									
lambda:uniprot_id	protein__uniprot_id	skos:exactMatch		mmCIF:_struct_ref.pdbx_db_accession		skos:exactMatch	http://w3id.org/lambda/									
lambda:protein_name	protein_name	skos:exactMatch		lambda:protein_name		skos:exactMatch	http://w3id.org/lambda/rocrate/core									
lambdarc:proteinName	protein_name_camel	skos:exactMatch		lambda:protein_name		skos:exactMatch	http://w3id.org/lambda/rocrate/core									
lambda:uniprot_id	ProteinEntity_uniprot_id	skos:exactMatch		lambda:uniprot_id		skos:exactMatch	http://w3id.org/lambda/rocrate/core									
lambda:anom_corr	qualityMetrics__anom_corr	skos:exactMatch		mmCIF:_reflns.pdbx_CC_half_anomalous		skos:exactMatch	http://w3id.org/lambda/									
lambda:average_b_factor_a2	qualityMetrics__average_b_factor_a2	skos:exactMatch		mmCIF:_refine.B_iso_mean		skos:exactMatch	http://w3id.org/lambda/									
lambda:cc_half	qualityMetrics__cc_half	skos:exactMatch		mmCIF:_reflns.pdbx_CC_half		skos:exactMatch	http://w3id.org/lambda/									
lambda:clashscore	qualityMetrics__clashscore	skos:exactMatch		mmCIF:_pdbx_struct_quality.clashscore		skos:exactMatch	http://w3id.org/lambda/									
lambda:multiplicity	qualityMetrics__multiplicity	skos:exactMatch		mmCIF:_reflns.pdbx_redundancy		skos:exactMatch	http://w3id.org/lambda/									
lambda:r_free	qualityMetrics__r_free	skos:exactMatch		mmCIF:_refine.ls_R_factor_R_free		skos:exactMatch	http://w3id.org/lambda/									
lambda:r_merge	qualityMetrics__r_merge	skos:exactMatch		mmCIF:_reflns.pdbx_Rmerge_I_obs		skos:exactMatch	http://w3id.org/lambda/									
lambda:r_pim	qualityMetrics__r_pim	skos:exactMatch		mmCIF:_reflns.pdbx_Rpim_I_all		skos:exactMatch	http://w3id.org/lambda/									
lambda:r_work	qualityMetrics__r_work	skos:exactMatch		mmCIF:_refine.ls_R_factor_R_work		skos:exactMatch	http://w3id.org/lambda/									
lambda:ramachandran_favored_percent	qualityMetrics__ramachandran_favored_percent	skos:exactMatch		mmCIF:_pdbx_struct_quality.ramachandran_favored		skos:exactMatch	http://w3id.org/lambda/									
lambda:ramachandran_outliers_percent	qualityMetrics__ramachandran_outliers_percent	skos:exactMatch		mmCIF:_pdbx_struct_quality.ramachandran_outliers		skos:exactMatch	http://w3id.org/lambda/									
lambda:rg	qualityMetrics__rg	skos:closeMatch		IHMCIF:_ihm_sas_restraint.radius_of_gyration		skos:closeMatch	http://w3id.org/lambda/									
lambda:space_group	qualityMetrics__space_group	skos:exactMatch		mmCIF:_symmetry.space_group_name_H-M		skos:exactMatch	http://w3id.org/lambda/									
lambda:unit_cell_a	qualityMetrics__unit_cell_a	skos:exactMatch		mmCIF:_cell.length_a		skos:exactMatch	http://w3id.org/lambda/									
lambda:unit_cell_alpha	qualityMetrics__unit_cell_alpha	skos:exactMatch		mmCIF:_cell.angle_alpha		skos:exactMatch	http://w3id.org/lambda/									
lambda:unit_cell_b	qualityMetrics__unit_cell_b	skos:exactMatch		mmCIF:_cell.length_b		skos:exactMatch	http://w3id.org/lambda/									
lambda:unit_cell_beta	qualityMetrics__unit_cell_beta	skos:exactMatch		mmCIF:_cell.angle_beta		skos:exactMatch	http://w3id.org/lambda/									
lambda:unit_cell_c	qualityMetrics__unit_cell_c	skos:exactMatch		mmCIF:_cell.length_c		skos:exactMatch	http://w3id.org/lambda/									
lambda:unit_cell_gamma	qualityMetrics__unit_cell_gamma	skos:exactMatch		mmCIF:_cell.angle_gamma		skos:exactMatch	http://w3id.org/lambda/									
lambda:wilson_b_factor_a2	qualityMetrics__wilson_b_factor_a2	skos:exactMatch		mmCIF:_reflns.B_iso_Wilson_estimate		skos:exactMatch	http://w3id.org/lambda/									
lambda:raw_data_location	raw_data_location	skos:exactMatch		lambda:raw_data_location		skos:exactMatch	http://w3id.org/lambda/rocrate/core									
lambdarc:rawUnitId	raw_unit_id	skos:relatedMatch		sdo:identifier		skos:relatedMatch	http://w3id.org/lambda/rocrate/core									
lambda:resolution_0_143	refinementParameters__resolution_0_143	skos:exactMatch		mmCIF:_em_3d_reconstruction.resolution		skos:exactMatch	http://w3id.org/lambda/									
lambda:symmetry	refinementParameters__symmetry	skos:exactMatch		mmCIF:_em_3d_reconstruction.symmetry_type		skos:exactMatch	http://w3id.org/lambda/									
lambdarc:resolutionAngstrom	resolution_angstrom	skos:closeMatch		lambda:resolution		skos:closeMatch	http://w3id.org/lambda/rocrate/core									
lambdarc:resultSummary	result_summary	skos:closeMatch		lambdax:summary		skos:closeMatch	http://w3id.org/lambda/rocrate/core									
sdo:roleName	role	skos:closeMatch		lambda:role		skos:closeMatch	http://w3id.org/lambda/rocrate/core									
lambda:ror	ror	skos:exactMatch		lambda:ror		skos:exactMatch	http://w3id.org/lambda/rocrate/core									
lambdarc:runDefinition	run_definition	skos:exactMatch		lambda:runParameters		skos:exactMatch	http://w3id.org/lambda/rocrate/core									
lambdarc:s2AcquisitionComplete	s2_acquisition_complete	skos:closeMatch		lambdax:s2_acquisition_complete		skos:closeMatch	http://w3id.org/lambda/rocrate/core									
lambda:construct	sample__construct	skos:exactMatch		nsls2:Construct		skos:exactMatch	http://w3id.org/lambda/									
lambda:expression_system	sample__expression_system	skos:exactMatch		nsls2:Expression_System		skos:exactMatch	http://w3id.org/lambda/									
lambda:ligand	sample__ligand	skos:exactMatch		nsls2:Ligand		skos:exactMatch	http://w3id.org/lambda/									
lambda:molecular_weight	sample__molecular_weight	skos:exactMatch		mmCIF:_entity.formula_weight		skos:exactMatch	http://w3id.org/lambda/									
lambda:mutations	sample__mutations	skos:exactMatch		nsls2:Mutations		skos:exactMatch	http://w3id.org/lambda/									
lambda:protein_name	sample__protein_name	skos:exactMatch		nsls2:Protein_Name		skos:exactMatch	http://w3id.org/lambda/									
lambda:tag	sample__tag	skos:exactMatch		nsls2:Tag		skos:exactMatch	http://w3id.org/lambda/									
lambda:sample_code	sample_code	skos:exactMatch		lambda:sample_code		skos:exactMatch	http://w3id.org/lambda/rocrate/core									
lambdarc:sampleComposition	sample_composition	skos:closeMatch		lambda:molecular_composition		skos:closeMatch	http://w3id.org/lambda/rocrate/core									
lambdarc:sampleName	sample_name	skos:exactMatch		lambda:sample_code		skos:exactMatch	http://w3id.org/lambda/rocrate/core									
lambda:sample_type	sample_type	skos:exactMatch		lambda:sample_type		skos:exactMatch	http://w3id.org/lambda/rocrate/core									
lambda:sample_code	SampleEntity_sample_code	skos:exactMatch		lambda:sample_code		skos:exactMatch	http://w3id.org/lambda/rocrate/core									
lambda:chain_ids	sampleProteinAssociation__chain_ids	skos:exactMatch		mmCIF:_entity_poly.pdbx_strand_id		skos:exactMatch	http://w3id.org/lambda/									
lambda:copy_number	sampleProteinAssociation__copy_number	skos:exactMatch		mmCIF:_entity.pdbx_number_of_molecules		skos:exactMatch	http://w3id.org/lambda/									
lambda:residue_range	sampleProteinAssociation__residue_range	skos:relatedMatch		IHMCIF:_ihm_entity_poly_segment		skos:relatedMatch	http://w3id.org/lambda/									
lambdarc:schemaSet	schema_set	skos:closeMatch		lambdax:schemaSet		skos:closeMatch	http://w3id.org/lambda/rocrate/core									
sdo:sha256	sha256	skos:closeMatch		lambda:sha256		skos:closeMatch	http://w3id.org/lambda/rocrate/core									
sdo:sha256	sha256	skos:exactMatch		lambda:checksum		skos:exactMatch	http://w3id.org/lambda/rocrate/core									
lambda:software_name	software_name	skos:exactMatch		lambda:software_name		skos:exactMatch	http://w3id.org/lambda/rocrate/core									
lambda:software_version	software_version	skos:exactMatch		lambda:software_version		skos:exactMatch	http://w3id.org/lambda/rocrate/core									
sdo:name	SoftwareApplicationEntity_name	skos:exactMatch		lambda:title		skos:exactMatch	http://w3id.org/lambda/rocrate/core									
lambdarc:sourceField	source_field	skos:closeMatch		lambdax:sourceField		skos:closeMatch	http://w3id.org/lambda/rocrate/core									
sdo:startTime	start_time	skos:exactMatch		lambda:start_time		skos:exactMatch	http://w3id.org/lambda/rocrate/core									
prov:startedAtTime	started_at_time	skos:exactMatch		lambda:started_at		skos:exactMatch	http://w3id.org/lambda/rocrate/core									
lambda:storage_uri	storage_uri	skos:exactMatch		lambda:storage_uri		skos:exactMatch	http://w3id.org/lambda/rocrate/core									
lambda:technique	technique	skos:exactMatch		lambda:technique		skos:exactMatch	http://w3id.org/lambda/rocrate/core									
lambda:uniprot_id	uniprot_id	skos:exactMatch		lambda:uniprot_id		skos:exactMatch	http://w3id.org/lambda/rocrate/core									
lambdarc:uniprotId	uniprot_id_camel	skos:closeMatch		lambda:uniprot_id		skos:closeMatch	http://w3id.org/lambda/rocrate/core									
lambdarc:vocabEntry	vocab_entry	skos:closeMatch		lambdax:vocabEntry		skos:closeMatch	http://w3id.org/lambda/rocrate/core									
lambda:workflow_code	workflow_code	skos:exactMatch		lambda:workflow_code		skos:exactMatch	http://w3id.org/lambda/rocrate/core									
lambdarc:workflowRunId	workflow_run_id	skos:relatedMatch		lambda:workflow_code		skos:relatedMatch	http://w3id.org/lambda/rocrate/core									
lambda:workflow_type	workflow_type	skos:exactMatch		lambda:workflow_type		skos:exactMatch	http://w3id.org/lambda/rocrate/core									
lambda:anomalous_completeness	workflowRun__anomalous_completeness	skos:exactMatch		ispyb:AutoProcScalingStatistics.anomalousCompleteness		skos:exactMatch	http://w3id.org/lambda/									
lambda:completeness_percent	workflowRun__completeness_percent	skos:exactMatch		nsls2:Completeness		skos:exactMatch	http://w3id.org/lambda/									
lambda:completeness_percent	workflowRun__completeness_percent	skos:exactMatch		mmCIF:_reflns.percent_possible_obs		skos:exactMatch	http://w3id.org/lambda/									
lambda:completeness_percent	workflowRun__completeness_percent	skos:exactMatch		ispyb:AutoProcScalingStatistics.completeness		skos:exactMatch	http://w3id.org/lambda/									
lambda:n_total_observations	workflowRun__n_total_observations	skos:exactMatch		mmCIF:_reflns.number_all		skos:exactMatch	http://w3id.org/lambda/									
lambda:n_total_unique	workflowRun__n_total_unique	skos:exactMatch		mmCIF:_reflns.number_obs		skos:exactMatch	http://w3id.org/lambda/									
lambda:parameters_file_path	workflowRun__parameters_file_path	skos:relatedMatch		IHMCIF:_ihm_modeling_protocol_details.script_file_id		skos:relatedMatch	http://w3id.org/lambda/									
lambda:parameters_file_path	workflowRun__parameters_file_path	skos:relatedMatch		IHMCIF:_ihm_external_files.file_path		skos:relatedMatch	http://w3id.org/lambda/									
lambda:processing_parameters	workflowRun__processing_parameters	skos:relatedMatch		IHMCIF:_ihm_modeling_protocol_details.description		skos:relatedMatch	http://w3id.org/lambda/									
lambda:ramachandran_favored	workflowRun__ramachandran_favored	skos:exactMatch		nsls2:Ramachandran_Favored		skos:exactMatch	http://w3id.org/lambda/									
lambda:ramachandran_favored	workflowRun__ramachandran_favored	skos:exactMatch		mmCIF:_pdbx_struct_quality.ramachandran_favored		skos:exactMatch	http://w3id.org/lambda/									
lambda:ramachandran_outliers	workflowRun__ramachandran_outliers	skos:exactMatch		nsls2:Ramachandran_Outliers		skos:exactMatch	http://w3id.org/lambda/									
lambda:ramachandran_outliers	workflowRun__ramachandran_outliers	skos:exactMatch		mmCIF:_pdbx_struct_quality.ramachandran_outliers		skos:exactMatch	http://w3id.org/lambda/									
lambda:resolution_high	workflowRun__resolution_high	skos:exactMatch		nsls2:Resolution_High_A		skos:exactMatch	http://w3id.org/lambda/									
lambda:resolution_high	workflowRun__resolution_high	skos:exactMatch		mmCIF:_reflns.d_resolution_high		skos:exactMatch	http://w3id.org/lambda/									
lambda:resolution_high	workflowRun__resolution_high	skos:exactMatch		ispyb:AutoProcScalingStatistics.resolutionLimitHigh		skos:exactMatch	http://w3id.org/lambda/									
