#license: https://creativecommons.org/publicdomain/zero/1.0/
#mapping_set_id: http://w3id.org/lambda/
#mapping_tool: https://w3id.org/linkml/
#creator_id: linkml_user
#mapping_date: 2026-03-12
#curie_map: 
# lambda: http://w3id.org/lambda/
# lambdaber: http://w3id.org/lambda/
# linkml: https://w3id.org/linkml/
# dcterms: http://purl.org/dc/terms/
# skos: http://www.w3.org/2004/02/skos/core#
# rdfs: http://www.w3.org/2000/01/rdf-schema#
# prov: http://www.w3.org/ns/prov#
# sio: http://semanticscience.org/resource/
# nmdc: https://w3id.org/nmdc/
# NCBITaxon: http://purl.obolibrary.org/obo/NCBITaxon_
# UBERON: http://purl.obolibrary.org/obo/UBERON_
# CL: http://purl.obolibrary.org/obo/CL_
# GO: http://purl.obolibrary.org/obo/GO_
# nsls2: https://github.com/NSLS2/BER-LAMBDA/
# imgCIF: https://github.com/dials/cbflib/blob/main/doc/cif_img_1.8.6.dic#
# mmCIF: http://mmcif.wwpdb.org/dictionaries/mmcif_pdbx_v50.dic/Items/
# ROR: https://ror.org/
# wikidata: http://www.wikidata.org/entity/
# CHMO: http://purl.obolibrary.org/obo/CHMO_
# pdb: https://www.rcsb.org/structure/
# sasbdb: https://www.sasbdb.org/data/
# simplescattering: https://www.simplescattering.com/open_dataset/
# ispyb: https://ispyb.github.io/ISPyB/
# PaNET: http://purl.org/pan-science/PaNET/PaNET
# UO: http://purl.obolibrary.org/obo/UO_
# emsl: https://api.emsl.pnnl.gov/external/
subject_id	subject_label	predicate_id	predicate_modifier	object_id	object_label	match_type	subject_source	object_source	mapping_tool	confidence	subject_match_field	object_match_field	subject_category	object_category	match_string	comment
lambda:wavelength	experimentRun__wavelength	skos:exactMatch		mmCIF:_diffrn_radiation_wavelength.wavelength		skos:exactMatch	http://w3id.org/lambda/									
lambda:wavelength	experimentRun__wavelength	skos:exactMatch		ispyb:DataCollection.wavelength		skos:exactMatch	http://w3id.org/lambda/									
lambda:beamline_id	instrument__beamline_id	skos:exactMatch		mmCIF:_diffrn_source.pdbx_synchrotron_beamline		skos:exactMatch	http://w3id.org/lambda/									
lambda:anom_corr	qualityMetrics__anom_corr	skos:exactMatch		mmCIF:_reflns.pdbx_CC_half_anomalous		skos:exactMatch	http://w3id.org/lambda/									
lambda:average_b_factor_a2	qualityMetrics__average_b_factor_a2	skos:exactMatch		mmCIF:_refine.B_iso_mean		skos:exactMatch	http://w3id.org/lambda/									
lambda:cc_half	qualityMetrics__cc_half	skos:exactMatch		mmCIF:_reflns.pdbx_CC_half		skos:exactMatch	http://w3id.org/lambda/									
lambda:clashscore	qualityMetrics__clashscore	skos:exactMatch		mmCIF:_pdbx_struct_quality.clashscore		skos:exactMatch	http://w3id.org/lambda/									
lambda:multiplicity	qualityMetrics__multiplicity	skos:exactMatch		mmCIF:_reflns.pdbx_redundancy		skos:exactMatch	http://w3id.org/lambda/									
lambda:r_free	qualityMetrics__r_free	skos:exactMatch		mmCIF:_refine.ls_R_factor_R_free		skos:exactMatch	http://w3id.org/lambda/									
lambda:r_merge	qualityMetrics__r_merge	skos:exactMatch		mmCIF:_reflns.pdbx_Rmerge_I_obs		skos:exactMatch	http://w3id.org/lambda/									
lambda:r_pim	qualityMetrics__r_pim	skos:exactMatch		mmCIF:_reflns.pdbx_Rpim_I_all		skos:exactMatch	http://w3id.org/lambda/									
lambda:r_work	qualityMetrics__r_work	skos:exactMatch		mmCIF:_refine.ls_R_factor_R_work		skos:exactMatch	http://w3id.org/lambda/									
lambda:ramachandran_favored_percent	qualityMetrics__ramachandran_favored_percent	skos:exactMatch		mmCIF:_pdbx_struct_quality.ramachandran_favored		skos:exactMatch	http://w3id.org/lambda/									
lambda:ramachandran_outliers_percent	qualityMetrics__ramachandran_outliers_percent	skos:exactMatch		mmCIF:_pdbx_struct_quality.ramachandran_outliers		skos:exactMatch	http://w3id.org/lambda/									
lambda:space_group	qualityMetrics__space_group	skos:exactMatch		mmCIF:_symmetry.space_group_name_H-M		skos:exactMatch	http://w3id.org/lambda/									
lambda:unit_cell_a	qualityMetrics__unit_cell_a	skos:exactMatch		mmCIF:_cell.length_a		skos:exactMatch	http://w3id.org/lambda/									
lambda:unit_cell_alpha	qualityMetrics__unit_cell_alpha	skos:exactMatch		mmCIF:_cell.angle_alpha		skos:exactMatch	http://w3id.org/lambda/									
lambda:unit_cell_b	qualityMetrics__unit_cell_b	skos:exactMatch		mmCIF:_cell.length_b		skos:exactMatch	http://w3id.org/lambda/									
lambda:unit_cell_beta	qualityMetrics__unit_cell_beta	skos:exactMatch		mmCIF:_cell.angle_beta		skos:exactMatch	http://w3id.org/lambda/									
lambda:unit_cell_c	qualityMetrics__unit_cell_c	skos:exactMatch		mmCIF:_cell.length_c		skos:exactMatch	http://w3id.org/lambda/									
lambda:unit_cell_gamma	qualityMetrics__unit_cell_gamma	skos:exactMatch		mmCIF:_cell.angle_gamma		skos:exactMatch	http://w3id.org/lambda/									
lambda:wilson_b_factor_a2	qualityMetrics__wilson_b_factor_a2	skos:exactMatch		mmCIF:_reflns.B_iso_Wilson_estimate		skos:exactMatch	http://w3id.org/lambda/									
lambda:resolution_0_143	refinementParameters__resolution_0_143	skos:exactMatch		mmCIF:_em_3d_reconstruction.resolution		skos:exactMatch	http://w3id.org/lambda/									
lambda:symmetry	refinementParameters__symmetry	skos:exactMatch		mmCIF:_em_3d_reconstruction.symmetry_type		skos:exactMatch	http://w3id.org/lambda/									
lambda:construct	sample__construct	skos:exactMatch		nsls2:Construct		skos:exactMatch	http://w3id.org/lambda/									
lambda:expression_system	sample__expression_system	skos:exactMatch		nsls2:Expression_System		skos:exactMatch	http://w3id.org/lambda/									
lambda:ligand	sample__ligand	skos:exactMatch		nsls2:Ligand		skos:exactMatch	http://w3id.org/lambda/									
lambda:molecular_weight	sample__molecular_weight	skos:exactMatch		mmCIF:_entity.formula_weight		skos:exactMatch	http://w3id.org/lambda/									
lambda:mutations	sample__mutations	skos:exactMatch		nsls2:Mutations		skos:exactMatch	http://w3id.org/lambda/									
lambda:protein_name	sample__protein_name	skos:exactMatch		nsls2:Protein_Name		skos:exactMatch	http://w3id.org/lambda/									
lambda:tag	sample__tag	skos:exactMatch		nsls2:Tag		skos:exactMatch	http://w3id.org/lambda/									
lambda:anomalous_completeness	workflowRun__anomalous_completeness	skos:exactMatch		ispyb:AutoProcScalingStatistics.anomalousCompleteness		skos:exactMatch	http://w3id.org/lambda/									
lambda:completeness_percent	workflowRun__completeness_percent	skos:exactMatch		nsls2:Completeness		skos:exactMatch	http://w3id.org/lambda/									
lambda:completeness_percent	workflowRun__completeness_percent	skos:exactMatch		mmCIF:_reflns.percent_possible_obs		skos:exactMatch	http://w3id.org/lambda/									
lambda:completeness_percent	workflowRun__completeness_percent	skos:exactMatch		ispyb:AutoProcScalingStatistics.completeness		skos:exactMatch	http://w3id.org/lambda/									
lambda:n_total_observations	workflowRun__n_total_observations	skos:exactMatch		mmCIF:_reflns.number_all		skos:exactMatch	http://w3id.org/lambda/									
lambda:n_total_unique	workflowRun__n_total_unique	skos:exactMatch		mmCIF:_reflns.number_obs		skos:exactMatch	http://w3id.org/lambda/									
lambda:ramachandran_favored	workflowRun__ramachandran_favored	skos:exactMatch		nsls2:Ramachandran_Favored		skos:exactMatch	http://w3id.org/lambda/									
lambda:ramachandran_favored	workflowRun__ramachandran_favored	skos:exactMatch		mmCIF:_pdbx_struct_quality.ramachandran_favored		skos:exactMatch	http://w3id.org/lambda/									
lambda:ramachandran_outliers	workflowRun__ramachandran_outliers	skos:exactMatch		nsls2:Ramachandran_Outliers		skos:exactMatch	http://w3id.org/lambda/									
lambda:ramachandran_outliers	workflowRun__ramachandran_outliers	skos:exactMatch		mmCIF:_pdbx_struct_quality.ramachandran_outliers		skos:exactMatch	http://w3id.org/lambda/									
lambda:resolution_high	workflowRun__resolution_high	skos:exactMatch		nsls2:Resolution_High_A		skos:exactMatch	http://w3id.org/lambda/									
lambda:resolution_high	workflowRun__resolution_high	skos:exactMatch		mmCIF:_reflns.d_resolution_high		skos:exactMatch	http://w3id.org/lambda/									
lambda:resolution_high	workflowRun__resolution_high	skos:exactMatch		ispyb:AutoProcScalingStatistics.resolutionLimitHigh		skos:exactMatch	http://w3id.org/lambda/									
lambda:resolution_low	workflowRun__resolution_low	skos:exactMatch		nsls2:Resolution_Low_A		skos:exactMatch	http://w3id.org/lambda/									
lambda:resolution_low	workflowRun__resolution_low	skos:exactMatch		mmCIF:_reflns.d_resolution_low		skos:exactMatch	http://w3id.org/lambda/									
lambda:resolution_low	workflowRun__resolution_low	skos:exactMatch		ispyb:AutoProcScalingStatistics.resolutionLimitLow		skos:exactMatch	http://w3id.org/lambda/									
lambda:rfree	workflowRun__rfree	skos:exactMatch		mmCIF:_refine.ls_R_factor_R_free		skos:exactMatch	http://w3id.org/lambda/									
lambda:rmsd_angles	workflowRun__rmsd_angles	skos:exactMatch		nsls2:RMSD_angles		skos:exactMatch	http://w3id.org/lambda/									
lambda:rmsd_angles	workflowRun__rmsd_angles	skos:exactMatch		mmCIF:_refine.pdbx_ls_sigma_I		skos:exactMatch	http://w3id.org/lambda/									
lambda:rmsd_bonds	workflowRun__rmsd_bonds	skos:exactMatch		nsls2:RMSD_bonds		skos:exactMatch	http://w3id.org/lambda/									
lambda:rmsd_bonds	workflowRun__rmsd_bonds	skos:exactMatch		mmCIF:_refine.pdbx_ls_sigma_F		skos:exactMatch	http://w3id.org/lambda/									
lambda:rwork	workflowRun__rwork	skos:exactMatch		mmCIF:_refine.ls_R_factor_R_work		skos:exactMatch	http://w3id.org/lambda/									
lambda:space_group	workflowRun__space_group	skos:exactMatch		nsls2:Space_Group		skos:exactMatch	http://w3id.org/lambda/									
lambda:space_group	workflowRun__space_group	skos:exactMatch		mmCIF:_symmetry.space_group_name_H-M		skos:exactMatch	http://w3id.org/lambda/									
lambda:space_group	workflowRun__space_group	skos:exactMatch		ispyb:AutoProcScaling.spaceGroup		skos:exactMatch	http://w3id.org/lambda/									
lambda:unit_cell_a	workflowRun__unit_cell_a	skos:exactMatch		nsls2:Unit_Cell_a		skos:exactMatch	http://w3id.org/lambda/									
lambda:unit_cell_a	workflowRun__unit_cell_a	skos:exactMatch		mmCIF:_cell.length_a		skos:exactMatch	http://w3id.org/lambda/									
lambda:unit_cell_alpha	workflowRun__unit_cell_alpha	skos:exactMatch		nsls2:Unit_Cell_alpha		skos:exactMatch	http://w3id.org/lambda/									
lambda:unit_cell_alpha	workflowRun__unit_cell_alpha	skos:exactMatch		mmCIF:_cell.angle_alpha		skos:exactMatch	http://w3id.org/lambda/									
lambda:unit_cell_b	workflowRun__unit_cell_b	skos:exactMatch		nsls2:Unit_Cell_b		skos:exactMatch	http://w3id.org/lambda/									
lambda:unit_cell_b	workflowRun__unit_cell_b	skos:exactMatch		mmCIF:_cell.length_b		skos:exactMatch	http://w3id.org/lambda/									
lambda:unit_cell_beta	workflowRun__unit_cell_beta	skos:exactMatch		nsls2:Unit_Cell_beta		skos:exactMatch	http://w3id.org/lambda/									
lambda:unit_cell_beta	workflowRun__unit_cell_beta	skos:exactMatch		mmCIF:_cell.angle_beta		skos:exactMatch	http://w3id.org/lambda/									
lambda:unit_cell_c	workflowRun__unit_cell_c	skos:exactMatch		nsls2:Unit_Cell_c		skos:exactMatch	http://w3id.org/lambda/									
lambda:unit_cell_c	workflowRun__unit_cell_c	skos:exactMatch		mmCIF:_cell.length_c		skos:exactMatch	http://w3id.org/lambda/									
lambda:unit_cell_gamma	workflowRun__unit_cell_gamma	skos:exactMatch		nsls2:Unit_Cell_gamma		skos:exactMatch	http://w3id.org/lambda/									
lambda:unit_cell_gamma	workflowRun__unit_cell_gamma	skos:exactMatch		mmCIF:_cell.angle_gamma		skos:exactMatch	http://w3id.org/lambda/									
lambda:wilson_b_factor	workflowRun__wilson_b_factor	skos:exactMatch		nsls2:Wilson_B		skos:exactMatch	http://w3id.org/lambda/									
lambda:wilson_b_factor	workflowRun__wilson_b_factor	skos:exactMatch		mmCIF:_reflns.B_iso_Wilson_estimate		skos:exactMatch	http://w3id.org/lambda/									
lambda:detector_manufacturer	xRayInstrument__detector_manufacturer	skos:exactMatch		mmCIF:_diffrn_detector.detector		skos:exactMatch	http://w3id.org/lambda/									
lambda:detector_model	xRayInstrument__detector_model	skos:exactMatch		mmCIF:_diffrn_detector.pdbx_detector_model		skos:exactMatch	http://w3id.org/lambda/									
lambda:detector_technology	xRayInstrument__detector_technology	skos:exactMatch		nsls2:Detector		skos:exactMatch	http://w3id.org/lambda/									
lambda:detector_technology	xRayInstrument__detector_technology	skos:exactMatch		mmCIF:_diffrn_detector.type		skos:exactMatch	http://w3id.org/lambda/									
lambda:flux_density	xRayInstrument__flux_density	skos:exactMatch		mmCIF:_diffrn_source.pdbx_flux		skos:exactMatch	http://w3id.org/lambda/									
lambda:goniometer_type	xRayInstrument__goniometer_type	skos:exactMatch		mmCIF:_diffrn_measurement.device		skos:exactMatch	http://w3id.org/lambda/									
lambda:monochromator_type	xRayInstrument__monochromator_type	skos:exactMatch		mmCIF:_diffrn_source.monochromator		skos:exactMatch	http://w3id.org/lambda/									
lambda:source_type	xRayInstrument__source_type	skos:exactMatch		mmCIF:_diffrn_source.source		skos:exactMatch	http://w3id.org/lambda/									
lambda:crystallization_method	xRayPreparation__crystallization_method	skos:exactMatch		mmCIF:_exptl_crystal_grow.method		skos:exactMatch	http://w3id.org/lambda/									
lambda:loop_size	xRayPreparation__loop_size	skos:exactMatch		nsls2:Loop_Size		skos:exactMatch	http://w3id.org/lambda/									
lambda:mounting_method	xRayPreparation__mounting_method	skos:exactMatch		nsls2:Mount_Type		skos:exactMatch	http://w3id.org/lambda/									
lambda:mounting_temperature	xRayPreparation__mounting_temperature	skos:exactMatch		nsls2:Temperature		skos:exactMatch	http://w3id.org/lambda/									
lambda:temperature_c	xRayPreparation__temperature_c	skos:exactMatch		mmCIF:_exptl_crystal_grow.temp		skos:exactMatch	http://w3id.org/lambda/									
